Clasificación;Subclasificacion;Monodroga;costo (entrada);Convenio Salida;Convenio Entrada;Transferencia;Lista Entrada;Lista Salida;Fecha;Cliente;Filial OSDE INTERIOR;Formulario;Numero;Cod Prov;Nombre Proveedor;Cod Prod;Nombre Producto;Cant;Precio;percepcion;percep_ib;iva; dto ;Importe;z;Costo Nta. Vta.;Costo total Nta. Vta.;Margen Reposicion;Margen Rep %;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;64548;;REMITO-FACTURA A;6000337616;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;68715;;REMITO-FACTURA A;6000337617;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;68715;;REMITO-FACTURA A;6000337618;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;2;34.884,25;0;0;0;30;48.837,95;;14.434,86;28.869,72;19.968,23;40,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;64916;;REMITO-FACTURA A;6000337619;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;64916;;REMITO-FACTURA A;6000337620;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;2;15.103,58;0;0;0;25;22.655,37;;7.603,87;15.207,74;7.447,63;32,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;74309;;REMITO-FACTURA A;6000337621;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;34.884,25;0;0;0;30;24.418,98;;14.434,86;14.434,86;9.984,12;40,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;74309;;REMITO-FACTURA A;6000337622;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;34.884,25;0;0;0;30;24.418,98;;14.434,86;14.434,86;9.984,12;40,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;71638;;REMITO-FACTURA A;6000337623;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;64661;;REMITO-FACTURA A;6000337624;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA DEGLUDEC;18.061,27;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;71638;;REMITO-FACTURA A;6000337625;60067;ROFINA SA X C.O. NOVO NORDISK;6276972;INSULINA TRESIBA FLEXTOUCH 100 U/ML LAP. PRELL X 5;1;35.875,12;0;0;0;25;26.906,34;;18.061,27;18.061,27;8.845,07;32,90%;
SANTA FE;IAPOS INSU;INSULINA DETEMIR;16.179,34;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;64661;;REMITO-FACTURA A;6000337626;60067;ROFINA SA X C.O. NOVO NORDISK;5274613;INSULINA LEVEMIR FLEXPEN 100 UI LAPICERAS X 5 X 3;1;32.137,05;0;0;0;25;24.102,79;;16.179,34;16.179,34;7.923,45;32,90%;
SANTA FE;IAPOS INSU;INSULINA GLULISINA;14.325,80;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;71638;;REMITO-FACTURA A;6000337627;60131;SANOFI - AVENTIS ARG. S.A.;41518;INSULINA APIDRA SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;32.303,85;0;0;0;20;25.843,08;;16.708,89;16.708,89;9.134,19;35,30%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;14.798,43;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;65852;;REMITO-FACTURA A;6000337629;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;2;38.503,39;0;0;0;30;53.904,75;;17.260,14;34.520,28;19.384,47;36,00%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;13.926,07;IAPOS INSU;IAPOS INSU;NO;07/09/2022;212;11/10/2022;65852;;REMITO-FACTURA A;6000337630;60024;ELI LILLY INTERAM. INC SUC ARG;6419552;INSULINA BASAGLAR KWIKPEN 100 U/ML INY PRELL X 5X3;1;38.917,03;0;0;0;30;27.241,92;;15.529,24;15.529,24;11.712,68;43,00%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;72190;;REMITO-FACTURA A;6000337631;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;2.373,53;IAPOS INSU;IAPOS INSU;NO;16/09/2022;212;11/10/2022;72190;;REMITO-FACTURA A;6000337632;60067;ROFINA SA X C.O. NOVO NORDISK;3137921;INSULINA INSULATARD HM 100 UI F.A.X 10 ML;1;4.714,54;0;0;0;25;3.535,91;;2.373,53;2.373,53;1.162,38;32,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;16.767,02;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;74101;;REMITO-FACTURA A;6000337633;60131;SANOFI - AVENTIS ARG. S.A.;32734;INSULINA LANTUS CART.X 5 X 3 ML;1;37.403,36;0;0;0;30;26.182,35;;16.767,02;16.767,02;9.415,33;36,00%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;72190;;REMITO-FACTURA A;6000337634;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;2;34.884,25;0;0;0;30;48.837,95;;14.434,86;28.869,72;19.968,23;40,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;67740;;REMITO-FACTURA A;6000337635;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;72190;;REMITO-FACTURA A;6000337636;60067;ROFINA SA X C.O. NOVO NORDISK;5066795;INSULINA NOVORAPID FLEXTOUCH 100UI LAP X 5 X 3ML;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;14.798,43;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;67740;;REMITO-FACTURA A;6000337637;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;38.503,39;0;0;0;30;26.952,37;;17.260,14;17.260,14;9.692,23;36,00%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;18.758,67;IAPOS INSU;IAPOS INSU;NO;08/09/2022;212;11/10/2022;67897;;REMITO-FACTURA A;6000337638;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;1;42.836,23;0;0;0;30;29.985,36;;20.918,17;20.918,17;9.067,19;30,20%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;60330;;REMITO-FACTURA A;6000337639;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;14.798,43;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;60330;;REMITO-FACTURA A;6000337640;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;38.503,39;0;0;0;30;26.952,37;;17.260,14;17.260,14;9.692,23;36,00%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;72528;;REMITO-FACTURA A;6000337641;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA DEGLUDEC;18.061,27;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;72528;;REMITO-FACTURA A;6000337642;60067;ROFINA SA X C.O. NOVO NORDISK;6276972;INSULINA TRESIBA FLEXTOUCH 100 U/ML LAP. PRELL X 5;1;35.875,12;0;0;0;25;26.906,34;;18.061,27;18.061,27;8.845,07;32,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;18.758,67;IAPOS INSU;IAPOS INSU;NO;08/09/2022;212;11/10/2022;73000;;REMITO-FACTURA A;6000337643;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;1;42.836,23;0;0;0;30;29.985,36;;20.918,17;20.918,17;9.067,19;30,20%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;18.758,67;IAPOS INSU;IAPOS INSU;NO;08/09/2022;212;11/10/2022;72528;;REMITO-FACTURA A;6000337644;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;1;42.836,23;0;0;0;30;29.985,36;;20.918,17;20.918,17;9.067,19;30,20%;
SANTA FE;IACOLFARSF;INSULINA GLARGINA;12.507,01;IACOLFARSF;IAPOS INSU;NO;12/09/2022;212;11/10/2022;61697;;REMITO-FACTURA A;6000337645;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;36.977,31;0;0;0;30;25.884,12;;16.096,61;16.096,61;9.787,51;37,80%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;61697;;REMITO-FACTURA A;6000337646;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;73231;;REMITO-FACTURA A;6000337647;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;73231;;REMITO-FACTURA A;6000337648;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;34.884,25;0;0;0;30;24.418,98;;14.434,86;14.434,86;9.984,12;40,90%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;74000;;REMITO-FACTURA A;6000337649;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;65864;;REMITO-FACTURA A;6000337650;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;65864;;REMITO-FACTURA A;6000337651;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;65864;;REMITO-FACTURA A;6000337652;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA DETEMIR;16.179,34;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;65864;;REMITO-FACTURA A;6000337653;60067;ROFINA SA X C.O. NOVO NORDISK;5274613;INSULINA LEVEMIR FLEXPEN 100 UI LAPICERAS X 5 X 3;1;32.137,05;0;0;0;25;24.102,79;;16.179,34;16.179,34;7.923,45;32,90%;
SANTA FE;IACOLFARSF;INSULINA GLARGINA;18.758,67;IACOLFARSF;IAPOS INSU;NO;08/09/2022;212;11/10/2022;74285;;REMITO-FACTURA A;6000337654;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;1;42.836,23;0;0;0;30;29.985,36;;20.918,17;20.918,17;9.067,19;30,20%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;69695;;REMITO-FACTURA A;6000337655;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;14.798,43;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;67269;;REMITO-FACTURA A;6000337656;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;2;38.503,39;0;0;0;30;53.904,75;;17.260,14;34.520,28;19.384,47;36,00%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;69695;;REMITO-FACTURA A;6000337657;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;14.798,43;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;69695;;REMITO-FACTURA A;6000337658;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;2;38.503,39;0;0;0;30;53.904,75;;17.260,14;34.520,28;19.384,47;36,00%;
SANTA FE;IAPOS;EXEMESTANO;3.502,14;IAPOS;IAPOS;NO;06/09/2022;212;11/10/2022;71561;;REMITO-FACTURA A;6000337659;60061;PFIZER SRL;26017;AROMASIN 25 MG COMP.REC.X 30;1;7.500,00;0;0;0;33;5.025,00;;3.502,14;3.502,14;1.522,86;30,30%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;71561;;REMITO-FACTURA A;6000337660;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;14.798,43;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;71561;;REMITO-FACTURA A;6000337661;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;2;38.503,39;0;0;0;30;53.904,75;;17.260,14;34.520,28;19.384,47;36,00%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;65986;;REMITO-FACTURA A;6000337662;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;16.767,02;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;67205;;REMITO-FACTURA A;6000337663;60131;SANOFI - AVENTIS ARG. S.A.;32734;INSULINA LANTUS CART.X 5 X 3 ML;1;37.403,36;0;0;0;30;26.182,35;;16.767,02;16.767,02;9.415,33;36,00%;
SANTA FE;IAPOS INSU;INSULINA GLULISINA;14.325,80;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;65986;;REMITO-FACTURA A;6000337664;60131;SANOFI - AVENTIS ARG. S.A.;41518;INSULINA APIDRA SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;32.303,85;0;0;0;20;25.843,08;;16.708,89;16.708,89;9.134,19;35,30%;
SANTA FE;IAPOS INSU;INSULINA DEGLUDEC;18.061,27;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;67205;;REMITO-FACTURA A;6000337665;60067;ROFINA SA X C.O. NOVO NORDISK;6276972;INSULINA TRESIBA FLEXTOUCH 100 U/ML LAP. PRELL X 5;1;35.875,12;0;0;0;25;26.906,34;;18.061,27;18.061,27;8.845,07;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;69446;;REMITO-FACTURA A;6000337666;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;67864;;REMITO-FACTURA A;6000337667;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;69446;;REMITO-FACTURA A;6000337668;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS;ONDANSETRON;261,00;IAPOS;IAPOS;NO;22/08/2022;212;11/10/2022;69439;;REMITO-FACTURA A;6000337669;60077;TUTEUR SACIFIA;22632;TIOSALIS 8 MG F.A.X 1;1;2.000,00;0;0;0;57;860,00;;287,01;287,01;572,99;66,60%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;69446;;REMITO-FACTURA A;6000337670;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;2;15.103,58;0;0;0;25;22.655,37;;7.603,87;15.207,74;7.447,63;32,90%;
SANTA FE;IAPOS;CARBOPLATINO;7.798,99;IAPOS;IAPOS;NO;05/09/2022;212;11/10/2022;69439;;REMITO-FACTURA A;6000337671;60077;TUTEUR SACIFIA;12548;CARBOPLATINO TUTEUR 450 MG INY.LIOF.F.A.X 1;1;21.000,00;0;0;0;57;9.030,00;;8.266,88;8.266,88;763,12;8,50%;
SANTA FE;IAPOS;PACLITAXEL;4.314,84;IAPOS;IAPOS;NO;15/07/2022;212;11/10/2022;69439;;REMITO-FACTURA A;6000337672;60140;GLENMARK GENERICS S.A.;31334;PACLITAXEL GLENMARK 300 MG F.A. SOL. X 1 X 50 ML;1;15.500,00;0;0;0;57;6.665,00;;4.994,52;4.994,52;1.670,48;25,10%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;14.798,43;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;69446;;REMITO-FACTURA A;6000337673;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;38.503,39;0;0;0;30;26.952,37;;17.260,14;17.260,14;9.692,23;36,00%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;5.657,49;IAPOS INSU;IAPOS INSU;NO;29/08/2022;212;11/10/2022;69796;;REMITO-FACTURA A;6000337674;60067;ROFINA SA X C.O. NOVO NORDISK;24018;INSULINA INSULATARD PENFILL HM 100 UI CART.X 5 X 3;1;11.237,48;0;0;0;25;8.428,11;;5.657,49;5.657,49;2.770,62;32,90%;
SANTA FE;IAPOS;TAMOXIFENO;240,51;IAPOS;IAPOS;NO;25/08/2022;212;11/10/2022;64116;;REMITO-FACTURA A;6000337675;60034;GADOR SA;3927;TAMOXIFENO GADOR 20 MG COMP.X 30;3;1.300,00;0;0;0;57;1.677,00;;268,28;804,85;872,15;52,00%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;64116;;REMITO-FACTURA A;6000337676;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;923,23;IAPOS INSU;;;;212;11/10/2022;65895;;REMITO-FACTURA A;6000337677;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.588,43;0;0;637,43;60;3.035,37;;1.618,64;1.618,64;1.416,73;46,70%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;64116;;REMITO-FACTURA A;6000337678;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;65895;;REMITO-FACTURA A;6000337679;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;11/10/2022;65895;;REMITO-FACTURA A;6000337680;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;34.884,25;0;0;0;30;24.418,98;;14.434,86;14.434,86;9.984,12;40,90%;
SANTA FE;IAPOS INSU;INSULINA DEGLUDEC;18.061,27;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;11/10/2022;69224;;REMITO-FACTURA A;6000337681;60067;ROFINA SA X C.O. NOVO NORDISK;6276972;INSULINA TRESIBA FLEXTOUCH 100 U/ML LAP. PRELL X 5;1;35.875,12;0;0;0;25;26.906,34;;18.061,27;18.061,27;8.845,07;32,90%;
SANTA FE;IAPOS;TICAGRELOR;6.189,85;IAPOS;IAPOS;NO;16/09/2022;212;11/10/2022;60367;;REMITO-FACTURA A;6000337682;60004;ASTRAZENECA SA;53717;BRILINTA 60 MG COMP. X 60;1;13.485,31;0;0;0;45;7.416,92;;6.189,85;6.189,85;1.227,07;16,50%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;60367;;REMITO-FACTURA A;6000337683;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;11/10/2022;60367;;REMITO-FACTURA A;6000337684;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;11/10/2022;66159;;REMITO-FACTURA A;6000337685;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;18.758,67;IAPOS INSU;IAPOS INSU;NO;08/09/2022;212;11/10/2022;66159;;REMITO-FACTURA A;6000337686;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;1;42.836,23;0;0;0;30;29.985,36;;20.918,17;20.918,17;9.067,19;30,20%;
